,word,avg.change,change_12,change_23
10896,large,0.04844673314999215,0.06088541864649355,0.03600804765349075
438,age,0.04847357035762623,0.06179292056749264,0.03515422014775982
14481,present,0.04855151211866682,0.049072281724696354,0.04803074251263728
21238,young,0.04856045729929925,0.05397508433426035,0.04314583026433816
13155,otherwise,0.04858790574672728,0.05545722449291812,0.04171858700053643
11381,lost,0.04860135405189303,0.054350852138252526,0.042851855965533536
1702,bed,0.04862180854614517,0.05519665791547146,0.04204695917681889
15346,received,0.048742131987209725,0.04466438014596397,0.05281988382845548
3110,children,0.04910425799810775,0.05670611869074127,0.041502397305474226
13488,pass,0.04913566436664979,0.05496532900900386,0.04330599972429572
15298,really,0.04921170620954185,0.05790359616706664,0.04051981625201706
20125,used,0.04921810918995645,0.060267605111254396,0.0381686132686585
14531,pretty,0.04927174511300264,0.05350670013102554,0.04503679009497974
19575,truth,0.049385585056831105,0.04911273782696457,0.04965843228669764
2774,case,0.04957688746550848,0.061751385913417445,0.03740238901759951
13691,people,0.04968897327006133,0.05499628157278247,0.044381664967340195
20790,whatever,0.04973398677777796,0.046849731245226844,0.05261824231032908
19308,town,0.04974136978048738,0.0484225076392415,0.05106023192173326
19048,thousand,0.04992176387002489,0.058130382971356975,0.04171314476869281
12264,months,0.049934977483413134,0.05807343804564047,0.0417965169211858
1856,besides,0.050022681336738206,0.049592397521256326,0.050452965152220086
16759,second,0.050027422603004856,0.06756322952480909,0.032491615681200625
2978,character,0.050040172384401005,0.052703266093423684,0.047377078675378326
9437,husband,0.050134897783888854,0.05333207000589468,0.046937725561883026
19934,unless,0.05017083652020732,0.05392870726029053,0.046412965780124105
7248,family,0.05028905313828569,0.04922841267245748,0.0513496936041139
16866,sent,0.05051862267594298,0.056483396314551126,0.044553849037334836
223,act,0.0506240027526319,0.053064992490842844,0.04818301301442096
17641,sort,0.05065039944472416,0.05228395496947402,0.049016843919974296
11578,making,0.05070543332322225,0.05298310691046915,0.04842775973597535
11365,lord,0.05073432187913557,0.0561397682112893,0.04532887554698184
8457,got,0.05083433117435243,0.06016809238159748,0.04150056996710738
16811,seems,0.05097624445558707,0.05737672997889676,0.04457575893227739
17961,state,0.051023836190391136,0.057941740754287485,0.04410593162649479
12494,name,0.051072207971765315,0.06348533854016603,0.038659077403364606
16847,send,0.05107557754638009,0.04808888729825933,0.05406226779450085
11264,lived,0.05132052481085708,0.05189216546831188,0.050748884153402285
16942,several,0.051380725119096804,0.05998254113056167,0.042778909107631935
12216,moment,0.0516969740367218,0.05669753862005655,0.046696409453387044
11342,longer,0.051941730105291906,0.05183700698457472,0.05204645322600909
17645,soul,0.05209136443275869,0.04858209543450387,0.05560063343101351
18716,taking,0.052103200778528924,0.054549997042458,0.04965640451459985
11277,living,0.052122003402282346,0.05496319302990671,0.04928081377465798
6234,either,0.05245283125322314,0.05037507481202719,0.0545305876944191
8944,head,0.05246705326959461,0.058340458279542595,0.046593648259646625
1728,began,0.05282112555432533,0.05056128962815365,0.055080961480497015
7575,five,0.052914034492079154,0.06079511282304206,0.045032956161116244
154,account,0.05291914059114167,0.05955789293301317,0.046280388249270166
2389,brother,0.052963097507837065,0.05553632025633293,0.0503898747593412
4743,dead,0.05300503516711019,0.0652437450170874,0.04076632531713298
9339,hours,0.05305680705566168,0.061037540379190514,0.04507607373213285
14619,probably,0.05323543117464491,0.061007915736438156,0.04546294661285166
9261,honour,0.05326081339951544,0.03626954469618948,0.0702520821028414
16806,seem,0.0533549733680479,0.0732343592551955,0.03347558748090029
8825,happy,0.05345377982153249,0.04743213478685948,0.059475424856205494
6879,except,0.0534842642243773,0.06145593125321869,0.04551259719553591
15650,remember,0.05354705218615635,0.057373023810190715,0.04972108056212199
16415,said,0.05361496148604372,0.05554640166157354,0.0516835213105139
20743,week,0.05365163572968917,0.061649141531559315,0.04565412992781903
14290,possibly,0.05380520896559293,0.05073675778028608,0.056873660150899785
10799,knowledge,0.05393292797872895,0.06134270698733413,0.04652314897012377
16802,seeing,0.054029230020714136,0.053737320112367426,0.05432113992906085
8638,ground,0.05412978089566778,0.05344719765887396,0.0548123641324616
17273,single,0.05414985043181936,0.060690067073945975,0.04760963378969274
8796,hands,0.05415548150206717,0.05976453812833826,0.04854642487579608
8846,hardly,0.05424050074026776,0.07474522075274814,0.03373578072778738
3536,coming,0.054493614742604723,0.07025665672814518,0.03873057275706426
3617,company,0.054541578862301765,0.05029253150916457,0.05879062621543896
21137,write,0.054668287797426274,0.05775664796124347,0.05157992763360908
12730,none,0.05471299396045959,0.057817202592112205,0.05160878532880697
12560,near,0.05474277286473517,0.0698335790181509,0.03965196671131943
8340,glad,0.0547602760127609,0.06400387034395627,0.04551668168156553
1105,asked,0.054836814042939275,0.06513048204838479,0.044543146037493764
17435,small,0.0548862235720855,0.07775569689374551,0.032016750250425496
11336,london,0.05491723686898603,0.05886091098336621,0.05097356275460585
8570,greater,0.0549715767951533,0.07194278042230318,0.03800037316800342
21210,year,0.05497663227390598,0.06774493754303323,0.04220832700477872
7140,eyes,0.05515083931233977,0.06370448199975742,0.04659719662492212
2827,cause,0.055279943787187924,0.06645580618646085,0.044104081387914995
17306,six,0.05533138479423422,0.060351377992039934,0.0503113915964285
16232,room,0.05538956602721129,0.06251785216551486,0.048261279888907715
10802,knows,0.05541717281930397,0.06378400653563487,0.04705033910297307
6127,easily,0.05546705276341629,0.059130471574313836,0.051803633952518746
13050,opinion,0.05548275843475925,0.059849225298535536,0.051116291570982963
9337,hour,0.05553371018276637,0.05650196414814712,0.05456545621738562
12531,natural,0.055608353586345693,0.05980167411223791,0.051415033060453474
20745,weeks,0.055684798169834515,0.05958028442250429,0.05178931191716474
13802,persons,0.05580578355684368,0.06336393000901841,0.04824763710466895
6808,evening,0.05589586633015764,0.06597498060655638,0.0458167520537589
1103,ask,0.05600405812452447,0.06719833796619823,0.04480977828285071
18114,story,0.05609525452120978,0.06513131562838581,0.04705919341403375
9379,human,0.056104656620047044,0.0561672701967979,0.056042043043296186
6996,expected,0.056156417745772014,0.06058874410087278,0.051724091390671245
16562,saying,0.05628479263119446,0.05107994009174066,0.061489645170648255
604,alone,0.05632792676786086,0.06758720450358069,0.04506864903214103
875,appear,0.0563555728764496,0.053595448745838326,0.059115697007060874
15886,respect,0.056437997854205946,0.05380226221946316,0.05907373348894873
12042,mine,0.056457582122499905,0.04806165280322072,0.06485351144177909
5326,die,0.05646873637964156,0.05938378003511002,0.053553692724173096
12572,necessary,0.05667166873766205,0.06547129264877549,0.04787204482654861
1966,black,0.05682054763655919,0.06969307498594224,0.04394802028717615
7831,forget,0.05691816263914368,0.06576634704386164,0.048069978234425714
19302,towards,0.05726046072420704,0.06909877479454785,0.045422146653866236
16807,seemed,0.05727656780407442,0.06653903150620288,0.048014104101945954
18502,supposed,0.05733773599856051,0.06123355704459521,0.053441914952525815
831,anything,0.057394572569373914,0.08653831303850734,0.028250832100240486
7152,face,0.057452417745182005,0.07715047588544932,0.03775435960491469
19652,twenty,0.057473386868700294,0.056935872162304446,0.05801090157509614
8237,general,0.057659119731976904,0.07256386706971485,0.04275437239423896
613,already,0.057730920010031994,0.060954321889823304,0.054507518130240684
13033,open,0.0577382439361962,0.06898773917956813,0.04648874869282427
19014,third,0.05777097419806293,0.07061235363258667,0.04492959476353919
9250,honest,0.05777842180955278,0.0508781901367914,0.06467865348231416
7135,eye,0.05787201581145879,0.0628567156285339,0.05288731599438368
7401,felt,0.058011752785767645,0.06576315140322486,0.05026035416831043
12861,obliged,0.05811515252039151,0.06445678436056312,0.0517735206802199
10162,instead,0.05813316526495005,0.06209903061777555,0.054167299912124545
21146,wrong,0.05836033685043085,0.06409428441079146,0.05262638929007024
7384,feet,0.05836287734954315,0.07996072901310569,0.03676502568598061
21079,worth,0.058461821121524926,0.06173849631883266,0.055185145924217194
7392,fell,0.058536181711700164,0.07466728603672323,0.04240507738667709
5341,difficulty,0.05864852456297576,0.05649517681318439,0.060801872312767125
8121,future,0.05867986619541821,0.06144272449482935,0.055917007896007065
7378,feel,0.058690679862626494,0.057253639772073206,0.06012771995317978
7973,free,0.05906668580461144,0.06356235596003867,0.05457101564918421
11866,meet,0.05913148595421269,0.055790788442612094,0.06247218346581329
21016,woman,0.059178847137111024,0.0651039361225022,0.05325375815171984
17982,stay,0.05918419371504169,0.059927369029527444,0.05844101840055593
19541,trouble,0.05921510408624109,0.05896364700977441,0.059466561162707765
5848,door,0.059265865669932916,0.06896674882019582,0.04956498251967001
782,answer,0.05928040698796122,0.05694847541722814,0.0616123385586943
7856,former,0.059396568563075236,0.05544693077834262,0.06334620634780785
7483,fifty,0.059404205100076546,0.06278054767752717,0.056027862522625926
12583,need,0.05943837773140448,0.07280094729716302,0.04607580816564594
17929,stand,0.05945399988782707,0.06711952501516849,0.05178847476048565
21069,worse,0.05947779297179301,0.06291295737513625,0.05604262856844977
19010,thinking,0.05956282082007458,0.07312257889991991,0.04600306274022925
7200,fair,0.059633001591721024,0.060528404477028785,0.05873759870641326
11927,mere,0.059642993998899996,0.06951720194427113,0.04976878605352886
9280,hoped,0.0596817285660976,0.055051886912931836,0.06431157021926337
7848,form,0.05970328159552324,0.06971565566652593,0.049690907524520544
6724,especially,0.05974843151636544,0.06207893974342127,0.057417923289309614
11950,met,0.05977095065853566,0.0723872332602088,0.047154668056862525
7890,fortune,0.05979380553391478,0.035669216532207004,0.08391839453562255
878,appeared,0.059820365719239654,0.06250361364780022,0.05713711779067909
13507,past,0.059828656976494365,0.0694999537497677,0.050157360203221035
18723,talk,0.05987621647957936,0.06685389009967324,0.052898542859485476
6107,early,0.05989233457830567,0.07168172617263491,0.04810294298397644
2108,body,0.059908614821162,0.047603482100915695,0.0722137475414083
12232,money,0.05992600465289022,0.06312712466202242,0.05672488464375802
2752,carried,0.06003701674440254,0.05851040781161476,0.061563625677190315
9221,hold,0.060049940830367354,0.05579827755506639,0.06430160410566832
16261,round,0.06007197521967067,0.08620578650804445,0.033938163931296894
13485,parts,0.06010172878976172,0.05977199029371372,0.060431467285809726
8239,generally,0.06012771859832372,0.06852727197475961,0.051728165221887834
20605,want,0.06015137550497157,0.05231420545915533,0.06798854555078782
1761,behind,0.06015511581331873,0.07336895237462027,0.04694127925201719
4757,dear,0.060175007144302184,0.05168159597379074,0.06866841831481363
18211,strong,0.06020146737955556,0.07094902701589878,0.049453907743212344
2955,change,0.06037403906867522,0.07146305938275144,0.04928501875459901
6302,else,0.06048976180029503,0.07259135089114677,0.04838817270944329
20451,visit,0.06066114175489651,0.06049761600162595,0.06082466750816706
11093,letter,0.06068953669028876,0.06980685255687324,0.05157222082370427
8955,health,0.06075252600853859,0.05456784499755418,0.06693720701952299
8339,giving,0.060769041495829956,0.05839802017162665,0.06314006282003326
6993,expect,0.060936802302695825,0.04954630232117041,0.07232730228422124
16341,run,0.06095181062361127,0.07221642838060571,0.049687192866616825
10797,knowing,0.06104170297397554,0.06825068138955204,0.05383272455839905
11576,makes,0.061424726346892666,0.06348590926709685,0.05936354342668848
435,afterwards,0.06142771311548978,0.07785685757861016,0.0449985686523694
3105,child,0.06150555568180732,0.08105320382042103,0.04195790754319362
21145,written,0.06150924010960512,0.07098116964506462,0.05203731057414562
6078,duty,0.06156788884679765,0.06814271196851296,0.054993065725082335
17780,spirit,0.061688737613716293,0.05920447122991268,0.0641730039975199
10926,latter,0.061705432887176004,0.07609997274272995,0.04731089303162206
17756,spent,0.061740338896071945,0.07477380724063687,0.04870687055150702
15079,question,0.06205081901738713,0.07402549596733554,0.05007614206743871
13058,opportunity,0.06210187636807657,0.053103644332644695,0.07110010840350844
2758,carry,0.06218472401694691,0.05992648343774698,0.06444296459614685
5054,depend,0.06222091185990608,0.054675790677021885,0.06976603304279028
10837,laid,0.062335710746041884,0.06130885153120158,0.06336256996088219
14095,pleased,0.06252105123005036,0.05923326169689758,0.06580884076320315
4934,degree,0.06260795800824931,0.06979776050174935,0.05541815551474927
1048,arrived,0.06266928080201106,0.06710254411881955,0.058236017485202574
12765,notice,0.06273246521594322,0.06361919023333085,0.0618457401985556
17602,son,0.06275470296996932,0.08147191043305768,0.044037495506880964
13492,passed,0.06277619875540091,0.07405289147966809,0.051499506031133735
13715,perfect,0.06282560551919797,0.06262571530915018,0.06302549572924576
3209,circumstances,0.06285643054116963,0.06748106816263644,0.05823179291970282
3940,considered,0.06288954430248567,0.06997456279908298,0.05580452580588835
9506,ill,0.0629029073576261,0.05448465382916401,0.0713211608860882
5858,dost,0.06292752692068876,0.036340032549764145,0.08951502129161337
150,according,0.06295182535394367,0.06767446279924694,0.0582291879086404
15635,remain,0.06310954884886788,0.06363942761469976,0.062579670083036
9662,impossible,0.06311793827274004,0.07082949513819026,0.05540638140728982
349,advantage,0.06319148571625233,0.060375802201810824,0.06600716923069383
6831,evil,0.0631926904296306,0.07645829545080451,0.049927085408456695
251,added,0.06327264787612963,0.06420600859214287,0.062339287160116386
2153,book,0.06330192035306514,0.07777651313145784,0.04882732757467245
20971,wished,0.0633314380376816,0.06264332791958971,0.06401954815577349
13580,pay,0.06333567294977649,0.07231327454166325,0.054358071357889726
1257,attention,0.06335027868855764,0.06337334108383108,0.0633272162932842
16544,save,0.06351357316728501,0.07213212941727942,0.054895016917290596
19622,turned,0.06373291370003836,0.08808873571948572,0.039377091680591
17122,show,0.06375984657471484,0.08433778052015106,0.04318191262927862
8990,heaven,0.06387254409026705,0.06962174196380322,0.058123346216730876
7738,follow,0.06406305433064824,0.07118816133665351,0.05693794732464297
3596,commons,0.06407560797889339,0.056378881526945146,0.07177233443084163
1693,became,0.06411295521333771,0.07489015306511171,0.05333575736156371
11163,light,0.06416928580176468,0.08417586206579653,0.044162709537732825
4098,contrary,0.06430494714880641,0.059634533757328745,0.06897536054028408
627,although,0.06441837990529942,0.07339175771902007,0.055445002091578766
7191,fain,0.06449314474279905,0.07429403919153421,0.05469225029406388
3926,consequence,0.06465005569021942,0.05643066002867414,0.0728694513517647
876,appearance,0.06467502251731999,0.07178934372350654,0.057560701311133444
17290,sir,0.06469520274310103,0.06161638067724007,0.067774024808962
10918,late,0.06471121566746835,0.07092546477115913,0.058496966563777564
10965,lay,0.06477927229463337,0.07858701532597678,0.05097152926328996
427,afraid,0.06493465828131878,0.0697505464173297,0.060118770145307865
495,air,0.06493947094939984,0.07798658061289032,0.05189236128590935
16936,seven,0.0649727323964463,0.06662776925102232,0.06331769554187028
16501,sat,0.06505394401710063,0.08039314784241025,0.04971474019179101
10634,judge,0.06518853745606695,0.06401185409480081,0.06636522081733309
20579,walk,0.06523668114056635,0.08025912541814584,0.05021423686298687
2946,chance,0.0652930490240593,0.07246065489572817,0.05812544315239043
20135,usual,0.06537058781090899,0.07120372980657186,0.059537445815246115
13467,particular,0.06539564165179984,0.07219638835372466,0.05859489494987502
